"x","Re[Er]","Im[Er]"
0.,0.,0
0.0010012515644555696,1.0044651422405883e-7,0
0.0020025031289111392,2.028285999629176e-7,0
0.0030037546933667086,3.09119470851181e-7,0
0.0040050062578222785,4.213682002084611e-7,0
0.005006257822277848,5.417380058988346e-7,0
0.006007509386733417,6.725465821273714e-7,0
0.007008760951188987,8.163111222138824e-7,0
0.008010012515644557,9.757972404186585e-7,0
0.009011264080100126,1.1540741507066187e-6,0
0.010012515644555697,1.3545712383991352e-6,0
0.011013767209011266,1.5811545940253035e-6,0
0.012015018773466835,1.8381781367948611e-6,0
0.013016270337922405,2.1305502873321756e-6,0
0.014017521902377974,2.463855657529135e-6,0
0.015018773466833545,2.844479476233833e-6,0
0.016020025031289114,3.279732014939246e-6,0
0.017021276595744685,3.7779730134719214e-6,0
0.018022528160200252,4.3487505941905374e-6,0
0.019023779724655823,5.003295259884524e-6,0
0.020025031289111393,5.7544349511788635e-6,0
0.02102628285356696,6.616332538292078e-6,0
0.02202753441802253,7.6049654270860705e-6,0
0.023028785982478102,8.738643776664342e-6,0
0.02403003754693367,0.000010038528716970176,0
0.02503128911138924,0.000011529150566384885,0
0.02603254067584481,0.000013238927049325983,0
0.02703379224030038,0.00001520068151384541,0
0.02803504380475595,0.00001745216114922774,0
0.02903629536921152,0.00002003655520358841,0
0.03003754693366709,0.000023003013201471895,0
0.031038798498122657,0.000026407832170502124,0
0.03204005006257823,0.0000303221378751495,0
0.033041301627033795,0.00003482592699038329,0
0.03404255319148937,0.00004000321453079137,0
0.035043804755944936,0.00004594575109920503,0
0.036045056320400504,0.00005275691681799223,0
0.03704630788485608,0.000060555615260350485,0
0.038047559449311645,0.0000694801673815996,0
0.03904881101376721,0.00007969220545047518,0
0.040050062578222786,0.00009138056698042134,0
0.041051314142678354,0.0001047651886608834,0
0.04205256570713392,0.0001201010002886015,0
0.043053817271589495,0.00013768181869890328,0
0.04405506883604506,0.00015784424169699643,0
0.04505632040050063,0.00018097154198926267,0
0.046057571964956204,0.00020749756111455002,0
0.04705882352941177,0.0002379106033754656,0
0.04806007509386734,0.00027277195250758647,0
0.04906132665832291,0.00031276171201585117,0
0.05006257822277848,0.0003586269926177375,0
0.051063829787234054,0.000411188362006133,0
0.05206508135168962,0.0004713698575968951,0
0.05306633291614519,0.0005402290008226327,0
0.05406758448060076,0.0006189868114264785,0
0.05506883604505633,0.0007090578217558666,0
0.0560700876095119,0.0008120800910563082,0
0.05707133917396747,0.0009299452197651697,0
0.05807259073842304,0.0010648283638054435,0
0.059073842302878606,0.0012192182488795305,0
0.06007509386733418,0.0013959471847630137,0
0.06107634543178975,0.0015982210795984306,0
0.062077596996245314,0.001829660744734016,0
0.06307884856070088,0.002094692042748713,0
0.06408010012515646,0.002398478275541493,0
0.06508135168961203,0.002746473891933424,0
0.06608260325406759,0.0031446133720043137,0
0.06708385481852316,0.003599540054357652,0
0.06808510638297874,0.004118834963385538,0
0.0690863579474343,0.004711245636533617,0
0.07008760951188987,0.005386914951566069,0
0.07108886107634545,0.0061576099538304795,0
0.07209011264080101,0.007036950683522822,0
0.07309136420525658,0.008040639002952429,0
0.07409261576971216,0.009186687423806857,0
0.07509386733416772,0.010495647934416869,0
0.07609511889862329,0.011990840827021426,0
0.07709637046307886,0.013698583525032533,0
0.07809762202753442,0.015648419410300207,0
0.07909887359199,0.017873808890184098,0
0.08010012515644557,0.020414797368223284,0
0.08110137672090113,0.02331590499413143,0
0.08210262828535671,0.02662595386205209,0
0.08310387984981228,0.03039964840656803,0
0.08410513141426784,0.03469916222284215,0
0.08510638297872342,0.03959572488675868,0
0.08610763454317899,0.045171208775063754,0
0.08710888610763455,0.05151971588550645,0
0.08811013767209012,0.05874916465698001,0
0.0891113892365457,0.06698287678966226,0
0.09011264080100126,0.0763611640651567,0
0.09111389236545683,0.08704291516663387,0
0.09211514392991241,0.09920718249897158,0
0.09311639549436797,0.11305512142282415,0
0.09411764705882354,0.12882768702759806,0
0.09511889862327912,0.14680607623050956,0
