"x","Re[Er]","Im[Er]"
0.901,-1.1002727199384749e7,0
0.902,-8.863820647664666e6,0
0.903,-7.130342122432487e6,0
0.904,-5.727366858524027e6,0
0.905,-4.593684305977771e6,0
0.906,-3.6789682821178995e6,0
0.907,-2.9417954895988246e6,0
0.908,-2.3484258218337353e6,0
0.909,-1.871582707361303e6,0
0.91,-1.489233454212387e6,0
0.911,-1.1833695942767388e6,0
0.912,-939000.6412610115,0
0.913,-744057.7019583257,0
0.914,-588754.0129021532,0
0.915,-465153.1953707689,0
0.916,-366894.30057830387,0
0.917,-288916.8550787713,0
0.918,-227185.90617009398,0
0.919,-178419.03319838172,0
0.92,-139932.73752202213,0
0.921,-109605.61561695123,0
0.922,-85731.87949145108,0
0.923,-66953.86312461988,0
0.924,-52203.16650051161,0
0.925,-40641.79964227607,0
0.926,-31603.326873498037,0
0.927,-24544.696043621363,0
0.928,-19039.558089358008,0
0.929,-14750.433455404414,0
0.93,-11410.840104023802,0
0.931,-8813.232909767654,0
0.932,-6796.943054197158,0
0.933,-5236.117420604677,0
0.934,-4029.222259366555,0
0.935,-3097.068718565513,0
0.936,-2377.78884388781,0
0.937,-1823.0134279963338,0
0.9380000000000001,-1395.4980587271637,0
0.9390000000000001,-1066.749471355091,0
0.9400000000000001,-814.6519128232259,0
0.9410000000000001,-621.5028191702979,0
0.942,-473.68167542021706,0
0.9430000000000001,-360.62751706627364,0
0.944,-274.1815203509153,0
0.9450000000000001,-208.14011935065923,0
0.946,-157.80812306135036,0
0.9470000000000001,-119.55254017047126,0
0.948,-90.48933970589843,0
0.9490000000000001,-68.43318288863269,0
0.95,-51.699541916248904,0
0.9510000000000001,-39.00433758552796,0
0.952,-29.383724775674025,0
0.9530000000000001,-22.113877931477155,0
0.954,-16.632290338320093,0
0.9550000000000001,-12.499960587670158,0
0.956,-9.38744934719966,0
0.9570000000000001,-7.042671833266624,0
0.958,-5.2762290658361835,0
0.9590000000000001,-3.9476647378347796,0
0.96,-2.951722084512008,0
0.9610000000000001,-2.2058951138476375,0
0.962,-1.647637601492786,0
0.9630000000000001,-1.2299176649558639,0
0.964,-0.9171237881893379,0
0.9650000000000001,-0.6828765382776322,0
0.966,-0.5078448304502041,0
0.9670000000000001,-0.37756219309359945,0
0.968,-0.2806140061756285,0
0.969,-0.20851563232128878,0
0.97,-0.15489416315150584,0
0.971,-0.11495187255787145,0
0.972,-0.08516797852168552,0
0.973,-0.06300040495098153,0
0.974,-0.04658754351755188,0
0.975,-0.03446177716109676,0
0.976,-0.02548521893964711,0
0.977,-0.01884102205333981,0
0.978,-0.01391856250028738,0
0.979,-0.010270564252502739,0
0.98,-0.007572785077202952,0
0.981,-0.005583780714652131,0
0.982,-0.004116840140346933,0
0.983,-0.003035469992475533,0
0.984,-0.0022374855949754916,0
0.985,-0.0016475939805465003,0
0.986,-0.0012115712116311137,0
0.987,-0.000890439701395486,0
0.988,-0.0006546933494056238,0
0.989,-0.0004812369198384656,0
0.99,-0.00035352642290643074,0
0.991,-0.000259379912916725,0
0.992,-0.0001899206580677984,0
0.993,-0.00013865988517649971,0
0.994,-0.00010068998732105052,0
0.995,-0.0000723641732331604,0
0.996,-0.00005097457311469836,0
0.997,-0.0000344794906373563,0
0.998,-0.00002129629553354814,0
0.999,-0.000010159760527793056,0
1.,0.,0
