"x","Re[Er]","Im[Er]"
0.,0.,0
0.0010012515644555696,1.0019377912398497e-7,0
0.0020025031289111392,2.0079961965258705e-7,0
0.0030037546933667086,3.022312327591652e-7,0
0.0040050062578222785,4.0490565481956685e-7,0
0.005006257822277848,5.092449254123718e-7,0
0.006007509386733417,6.156777653191379e-7,0
0.007008760951188987,7.246412545246469e-7,0
0.008010012515644557,8.365825102171489e-7,0
0.009011264080100126,9.519603647886077e-7,0
0.010012515644555697,1.0712470438349471e-6,0
0.011013767209011266,1.1949298441562941e-6,0
0.012015018773466835,1.323512875591345e-6,0
0.013016270337922405,1.4575196195769996e-6,0
0.014017521902377974,1.5974947459950903e-6,0
0.015018773466833545,1.7440058726444467e-6,0
0.016020025031289114,1.8976460206255615e-6,0
0.017021276595744685,2.059036085900937e-6,0
0.018022528160200252,2.228827310855421e-6,0
0.019023779724655823,2.4077037558565583e-6,0
0.020025031289111393,2.596384770814923e-6,0
0.02102628285356696,2.795627466744466e-6,0
0.02202753441802253,3.0062291873228595e-6,0
0.023028785982478102,3.2290300033381775e-6,0
0.02403003754693367,3.464918364132578e-6,0
0.02503128911138924,3.714835630144016e-6,0
0.02603254067584481,3.979772681690559e-6,0
0.02703379224030038,4.2607740376473116e-6,0
0.02803504380475595,4.558942974238113e-6,0
0.02903629536921152,4.875446643827198e-6,0
0.03003754693366709,5.211521193710881e-6,0
0.031038798498122657,5.568476884909228e-6,0
0.03204005006257823,5.94770321095774e-6,0
0.033041301627033795,6.350674016699023e-6,0
0.03404255319148937,6.778952617074472e-6,0
0.035043804755944936,7.234196915915937e-6,0
0.036045056320400504,7.71816452473741e-6,0
0.03704630788485608,8.232717881526704e-6,0
0.038047559449311645,8.779829369537108e-6,0
0.03904881101376721,9.361586436079096e-6,0
0.040050062578222786,9.980197389243191e-6,0
0.041051314142678354,0.000010638038902040113,0
0.04205256570713392,0.000011337671248953363,0
0.043053817271589495,0.000012081770165445167,0
0.04405506883604506,0.000012873135277118558,0
0.04505632040050063,0.000013714706098307012,0
0.046057571964956204,0.000014609578030664134,0
0.04705882352941177,0.000015561018361753255,0
0.04806007509386734,0.000016572482263637163,0
0.04906132665832291,0.00001764762879146768,0
0.05006257822277848,0.000018790336882075358,0
0.051063829787234054,0.000020004721352559134,0
0.05206508135168962,0.000021295148898875955,0
0.05306633291614519,0.000022666254094430456,0
